Validator,projectName,Batch ID,Refactorings,Code Elements,Start Commit,Smells Before,Smell Before IDs,Smells Before Starting Line,Smell Before Ending Line,Smell Before Reason,End Commit,Smells After,Smell After IDs,Smells After Starting Line,Smell After Ending Line,Smell After Reason
Researcher 1,apache_derby,20572,"[""Extract Method"", ""Extract Method"", ""Extract Method"", ""Extract Method"", ""Extract Method"", ""Extract Method"", ""Extract Method"", ""Extract Method"", ""Rename Method"", ""Rename Method"", ""Rename Method"", ""Rename Method"", ""Rename Method"", ""Rename Method"", ""Pull Up Method"", ""Pull Up Method"", ""Extract Method"", ""Extract Method"", ""Rename Method"", ""Rename Method"", ""Extract Method"", ""Extract Method"", ""Rename Method"", ""Rename Method"", ""Extract Method"", ""Extract Method"", ""Extract Method"", ""Extract Method"", ""Extract Method"", ""Extract Method"", ""Extract Method"", ""Extract Method"", ""Extract Method"", ""Extract Method""]","[""org.apache.derbyTesting.functionTests.tests.replicationTests.ReplicationRun.runStateTest(String,String,String,String,int,String)"", ""org.apache.derbyTesting.functionTests.tests.replicationTests.ReplicationRun"", ""org.apache.derbyTesting.functionTests.tests.replicationTests.ReplicationRun.masterLoadURL(String)"", ""org.apache.derbyTesting.functionTests.tests.replicationTests.ReplicationRun.runLoad(String,String,String,String,int,String)"", ""org.apache.derbyTesting.functionTests.tests.replicationTests.ReplicationRun.startLoad(String,String,String,boolean,String,String,int)"", ""org.apache.derbyTesting.functionTests.tests.replicationTests.ReplicationRun.masterURL(String)"", ""org.apache.derbyTesting.functionTests.tests.replicationTests.ReplicationRun.startMaster_ij(String,String,int,String,int,String)"", ""org.apache.derbyTesting.functionTests.tests.replicationTests.ReplicationRun_Local_StateTest_part2.startSlave(String,int,String,String,int)"", ""org.apache.derbyTesting.functionTests.tests.replicationTests.ReplicationRun_Local_StateTest_part2"", ""org.apache.derbyTesting.functionTests.tests.replicationTests.ReplicationRun_Local_StateTest_part2._startSlave(String,int,String,String,int)"", ""org.apache.derbyTesting.functionTests.tests.replicationTests.ReplicationRun_Local_StateTest_part2.stopSlave(String,int,String,String,int)"", ""org.apache.derbyTesting.functionTests.tests.replicationTests.ReplicationRun_Local_StateTest_part2._stopSlave(String,int,String,String,int)"", ""org.apache.derbyTesting.functionTests.tests.replicationTests.ReplicationRun_Local_StateTest_part2.failOver(String,int,String,String,String)"", ""org.apache.derbyTesting.functionTests.tests.replicationTests.ReplicationRun_Local_StateTest_part2._failOver(String,int,String,String,String)"", ""org.apache.derbyTesting.functionTests.tests.replicationTests.ReplicationRun_Local_StateTest_part2.getConnection(String,int,String,String,String)"", ""org.apache.derbyTesting.functionTests.tests.replicationTests.ReplicationRun.getConnection(String,int,String,String,String)"", ""org.apache.derbyTesting.functionTests.tests.replicationTests.ReplicationRun.runTestOnSlave(String,String,String,String,int,String)"", ""org.apache.derbyTesting.functionTests.tests.replicationTests.ReplicationRun.slaveURL(String)"", ""org.apache.derbyTesting.functionTests.tests.replicationTests.ReplicationRun_Local_StateTest_part2.executeQuery(Connection,String)"", ""org.apache.derbyTesting.functionTests.tests.replicationTests.ReplicationRun_Local_StateTest_part2._executeQuery(Connection,String)"", ""org.apache.derbyTesting.functionTests.tests.replicationTests.ReplicationRun.startMaster_direct(String,String,int,String,int)"", ""org.apache.derbyTesting.functionTests.tests.replicationTests.ReplicationRun_Local_StateTest_part2.startMaster(String,int,String,String,String,int)"", ""org.apache.derbyTesting.functionTests.tests.replicationTests.ReplicationRun_Local_StateTest_part2._startMaster(String,int,String,String,String,int)"", ""org.apache.derbyTesting.functionTests.tests.replicationTests.ReplicationRun.runTest(String,String,String,String,int,String)"", ""org.apache.derbyTesting.functionTests.tests.replicationTests.ReplicationRun.getMasterConnection()"", ""org.apache.derbyTesting.functionTests.tests.replicationTests.ReplicationRun.bootMasterDatabase(String,String,String,String,int,String)"", ""org.apache.derbyTesting.functionTests.tests.replicationTests.ReplicationRun.stopSlave_ij(String,String,String,int,String)"", ""org.apache.derbyTesting.functionTests.tests.replicationTests.ReplicationRun.stopMaster_ij(String,String,String,int,String)""]","[""8654374d4c7b5c6666b1136cea103994ee9240d2"", ""8654374d4c7b5c6666b1136cea103994ee9240d2"", ""8654374d4c7b5c6666b1136cea103994ee9240d2"", ""8654374d4c7b5c6666b1136cea103994ee9240d2"", ""8654374d4c7b5c6666b1136cea103994ee9240d2"", ""8654374d4c7b5c6666b1136cea103994ee9240d2"", ""8654374d4c7b5c6666b1136cea103994ee9240d2"", ""8654374d4c7b5c6666b1136cea103994ee9240d2"", ""8654374d4c7b5c6666b1136cea103994ee9240d2"", ""8654374d4c7b5c6666b1136cea103994ee9240d2"", ""8654374d4c7b5c6666b1136cea103994ee9240d2"", ""8654374d4c7b5c6666b1136cea103994ee9240d2"", ""8654374d4c7b5c6666b1136cea103994ee9240d2"", ""8654374d4c7b5c6666b1136cea103994ee9240d2"", ""8654374d4c7b5c6666b1136cea103994ee9240d2"", ""8654374d4c7b5c6666b1136cea103994ee9240d2"", ""8654374d4c7b5c6666b1136cea103994ee9240d2"", ""8654374d4c7b5c6666b1136cea103994ee9240d2"", ""8654374d4c7b5c6666b1136cea103994ee9240d2"", ""8654374d4c7b5c6666b1136cea103994ee9240d2"", ""8654374d4c7b5c6666b1136cea103994ee9240d2"", ""8654374d4c7b5c6666b1136cea103994ee9240d2"", ""8654374d4c7b5c6666b1136cea103994ee9240d2"", ""8654374d4c7b5c6666b1136cea103994ee9240d2"", ""8654374d4c7b5c6666b1136cea103994ee9240d2""]","[""LongParameterList"", ""LongParameterList"", ""FeatureEnvy"", ""LongParameterList"", ""ShotgunSurgery"", ""LongParameterList"", ""FeatureEnvy"", ""LongParameterList"", ""LongParameterList"", ""LongParameterList"", ""LongParameterList"", ""LongParameterList"", ""LongParameterList"", ""LongParameterList"", ""LongParameterList"", ""ShotgunSurgery"", ""LongParameterList"", ""FeatureEnvy"", ""SpaghettiCode"", ""ComplexClass"", ""DispersedCoupling"", ""LongParameterList"", ""LongMethod"", ""FeatureEnvy"", ""LongParameterList""]","[""dce17754295d276019ba2ddaba6c3ade"", ""a1ddc0f6f918ab379d7d8fb5d9d623b2"", ""12c64c3d24bdba58c55c8383b8467a59"", ""0b6a46cb20a6a4a74c56e842e1f39ff2"", ""ae4a971d15e0545e668480074b526b12"", ""fbe08c19971adc2ae9a3b213b51e5e24"", ""cc604f5565631d430f32e0af45d1f73d"", ""45f0ce5f59dca40c6d9a7e35d5221ac2"", ""71a7a1b2b5fca30c6b7a04e1970dd7dc"", ""2e9d73dd2864eed5e73e2e970fb3375a"", ""64787a97d647699bfe28a7ef20f41e5a"", ""a5f75d60ab653986992e8b19fd594b12"", ""ae623407f4a1dccf4de4d14e5007f589"", ""27c8e8454e93f4ef2fa194da02e7becc"", ""ca2f3afe49a6328c5ea4f171bd753a61"", ""47e7ed9ce3eefdbff497b40250ae7626"", ""1bf44b2578ef15364922030222e268dc"", ""b8617b6dcba8dc89b22a8514f3e701ef"", ""e8ea4a9a374e0ea3d899d04fa8d25a46"", ""09ccd218baea0722d85c3c413650a9f7"", ""d37416fd3e3bb71caf25d2eb0faf9427"", ""0efa7b50fbfd8e4343beb41b32ddf50e"", ""8eaafbe8c2aba548e1f52a0be69525cc"", ""340a94716de9aa4b50d88e7dd0c80f0c"", ""2168613d533bc3534f47cac8b763d86b""]","[1281, 505, 505, 674, 744, 744, 726, 2789, 914, 355, 380, 286, 1411, 310, 334, 418, 418, 394, 35, 35, 946, 946, 946, 946, 695]","[1317, 590, 590, 742, 829, 829, 815, 2845, 956, 378, 390, 308, 1451, 332, 353, 504, 504, 477, 3503, 3503, 1021, 1021, 1021, 1021, 766]","[""PARAMETER_COUNT > 1.1944720985066999"", ""PARAMETER_COUNT > 1.1944720985066999"", ""CALLS_TO_org.apache.derbyTesting.functionTests.tests.replicationTests.Utils > 4"", ""PARAMETER_COUNT > 1.1944720985066999"", ""CM > 8.0, CC > 6.0"", ""PARAMETER_COUNT > 1.1944720985066999"", ""CALLS_TO_org.apache.derbyTesting.functionTests.tests.replicationTests.Utils > 4"", ""PARAMETER_COUNT > 1.1944720985066999"", ""PARAMETER_COUNT > 1.1944720985066999"", ""PARAMETER_COUNT > 1.1943228579665834"", ""PARAMETER_COUNT > 1.1943228579665834"", ""PARAMETER_COUNT > 1.1943228579665834"", ""PARAMETER_COUNT > 1.1944720985066999"", ""PARAMETER_COUNT > 1.1943228579665834"", ""PARAMETER_COUNT > 1.1943228579665834"", ""CM > 8.0, CC > 6.0"", ""PARAMETER_COUNT > 1.1944720985066999"", ""CALLS_TO_org.apache.derbyTesting.functionTests.tests.replicationTests.Utils > 4"", ""LONG_METHODS_CONNECTED = 6"", ""CC = 11.0"", ""CINT > 8.0, CDISP > 0.5, CC > 1.0"", ""PARAMETER_COUNT > 1.1953917533880227"", ""MLOC > 7.578442423129675"", ""CALLS_TO_org.apache.derbyTesting.functionTests.tests.replicationTests.Utils > 7"", ""PARAMETER_COUNT > 1.1765482829468539""]","[""c5935add096a51f769aee0f6e3aac74c260b4212"", ""c5935add096a51f769aee0f6e3aac74c260b4212"", ""c5935add096a51f769aee0f6e3aac74c260b4212"", ""c5935add096a51f769aee0f6e3aac74c260b4212"", ""c5935add096a51f769aee0f6e3aac74c260b4212"", ""c5935add096a51f769aee0f6e3aac74c260b4212"", ""c5935add096a51f769aee0f6e3aac74c260b4212"", ""c5935add096a51f769aee0f6e3aac74c260b4212"", ""c5935add096a51f769aee0f6e3aac74c260b4212"", ""c5935add096a51f769aee0f6e3aac74c260b4212"", ""c5935add096a51f769aee0f6e3aac74c260b4212"", ""c5935add096a51f769aee0f6e3aac74c260b4212"", ""c5935add096a51f769aee0f6e3aac74c260b4212"", ""c5935add096a51f769aee0f6e3aac74c260b4212"", ""c5935add096a51f769aee0f6e3aac74c260b4212"", ""c5935add096a51f769aee0f6e3aac74c260b4212"", ""c5935add096a51f769aee0f6e3aac74c260b4212"", ""c5935add096a51f769aee0f6e3aac74c260b4212"", ""c5935add096a51f769aee0f6e3aac74c260b4212"", ""c5935add096a51f769aee0f6e3aac74c260b4212"", ""c5935add096a51f769aee0f6e3aac74c260b4212"", ""c5935add096a51f769aee0f6e3aac74c260b4212"", ""c5935add096a51f769aee0f6e3aac74c260b4212""]","[""LongParameterList"", ""LongParameterList"", ""FeatureEnvy"", ""LongParameterList"", ""LongParameterList"", ""ShotgunSurgery"", ""LongParameterList"", ""LongParameterList"", ""LongParameterList"", ""LongParameterList"", ""LongParameterList"", ""LongParameterList"", ""LongParameterList"", ""ShotgunSurgery"", ""LongParameterList"", ""SpaghettiCode"", ""ComplexClass"", ""LongParameterList"", ""DispersedCoupling"", ""LongParameterList"", ""LongMethod"", ""FeatureEnvy"", ""LongParameterList""]","[""dce17754295d276019ba2ddaba6c3ade"", ""a1ddc0f6f918ab379d7d8fb5d9d623b2"", ""12c64c3d24bdba58c55c8383b8467a59"", ""f2adc51e6bb8ec6e477f07b755fa72cb"", ""0b6a46cb20a6a4a74c56e842e1f39ff2"", ""ae4a971d15e0545e668480074b526b12"", ""fbe08c19971adc2ae9a3b213b51e5e24"", ""45f0ce5f59dca40c6d9a7e35d5221ac2"", ""db68b758c6dac8f4028b9620f15fb92b"", ""f459a7d8bd572d70a6a5e7ae0e0192e5"", ""71a7a1b2b5fca30c6b7a04e1970dd7dc"", ""9d1ebd4d8cf722804906f678a4612a73"", ""ae623407f4a1dccf4de4d14e5007f589"", ""47e7ed9ce3eefdbff497b40250ae7626"", ""1bf44b2578ef15364922030222e268dc"", ""e8ea4a9a374e0ea3d899d04fa8d25a46"", ""09ccd218baea0722d85c3c413650a9f7"", ""a44ace3140ba0f2d837d33ea9cdcff1f"", ""d37416fd3e3bb71caf25d2eb0faf9427"", ""0efa7b50fbfd8e4343beb41b32ddf50e"", ""8eaafbe8c2aba548e1f52a0be69525cc"", ""340a94716de9aa4b50d88e7dd0c80f0c"", ""2168613d533bc3534f47cac8b763d86b""]","[1281, 505, 505, 312, 674, 744, 744, 2789, 336, 288, 914, 357, 1411, 418, 418, 35, 35, 3465, 946, 946, 946, 946, 695]","[1317, 590, 590, 334, 742, 829, 829, 2845, 355, 310, 956, 380, 1451, 504, 504, 3503, 3503, 3475, 1021, 1021, 1021, 1021, 766]","[""PARAMETER_COUNT > 1.1944720985066999"", ""PARAMETER_COUNT > 1.1944720985066999"", ""CALLS_TO_org.apache.derbyTesting.functionTests.tests.replicationTests.Utils > 4"", ""PARAMETER_COUNT > 1.1944720985066999"", ""PARAMETER_COUNT > 1.1944720985066999"", ""CM > 8.0, CC > 6.0"", ""PARAMETER_COUNT > 1.1944720985066999"", ""PARAMETER_COUNT > 1.1944720985066999"", ""PARAMETER_COUNT > 1.1944720985066999"", ""PARAMETER_COUNT > 1.1944720985066999"", ""PARAMETER_COUNT > 1.1944720985066999"", ""PARAMETER_COUNT > 1.1944720985066999"", ""PARAMETER_COUNT > 1.1944720985066999"", ""CM > 8.0, CC > 6.0"", ""PARAMETER_COUNT > 1.1944720985066999"", ""LONG_METHODS_CONNECTED = 6"", ""CC = 11.0"", ""PARAMETER_COUNT > 1.1944720985066999"", ""CINT > 8.0, CDISP > 0.5, CC > 1.0"", ""PARAMETER_COUNT > 1.1953917533880227"", ""MLOC > 7.578442423129675"", ""CALLS_TO_org.apache.derbyTesting.functionTests.tests.replicationTests.Utils > 7"", ""PARAMETER_COUNT > 1.1765482829468539""]"
